Voter_ID,Full_Name,Father_Mother_Name,Date_of_Birth,Gender,Address,City,State,PIN_Code,Polling_Station,Registration_Date
LVI7937029,Faqid Setty,Prisha Naik,1969-12-06,Female,"H.No. 06, Natarajan Marg, Rampur-271739",Mangalore,Tamil Nadu,128639,PS-023,2017-09-18
NDM3996566,Priya Boase,Falak Oak,1948-07-12,Male,"H.No. 799, Gulati, Dewas-024837",Shimoga,Tamil Nadu,172345,PS-003,2023-03-12
TBY6813631,Januja Borde,Darika Mital,1990-04-13,Other,"H.No. 52, Devan Zila, Mirzapur 145512",Ballia,Karnataka,304488,PS-036,2017-04-06
JEV7814462,Xiti Dar,Chanchal Sachdev,1942-04-07,Female,"569, Dhar Chowk, Bokaro-752500",Panipat,Punjab,292712,PS-019,2023-04-14
PDW7789082,Yadavi Chauhan,Anika Tara,1999-10-11,Other,"H.No. 345, Dixit Street, Gaya 269303",Pali,West Bengal,525733,PS-028,2016-01-29
FLN6358915,R. Dhillon,Kritika Chaudhry,1948-01-03,Male,"58/05, Rastogi Street, Gaya 196047",Siliguri,Karnataka,539707,PS-043,2024-01-11
UZO8655327,Karan De,Widisha Parmer,1952-03-20,Other,"H.No. 30, Thakur Street, Erode 064630",Hapur,Punjab,777569,PS-044,2017-07-16
YMK8788865,Indrajit Basu,Jagat Varkey,1951-08-07,Female,"H.No. 683, Sengupta Zila, Bally 726808",Hazaribagh,Uttar Pradesh,571290,PS-039,2017-09-30
GGH2539953,JacobmJayaraman,Chandani Sankaran,1955-11-09,Other,"60, Prasad Street, Katihar 611231",Vijayanagaram,Karnataka,632488,PS-047,2024-12-08
MCR1880353,Anthony Hora,Adweta Pandya,1987-12-13,Female,"22, Narang Chowk, Ghaziabad 074033",Bilaspur,Maharashtra,999870,PS-032,2019-10-25
VHK6128778,Arya Pillay,Ekalinga Kamdar,1990-11-09,Male,"H.No. 892, Chandran Road, Munger 525715",Narasaraopet,Kerala,683890,PS-011,2019-11-12
HHQ9386984,Yoshita Vyas,Neelima Gaba,1953-07-13,Male,"05, Toor, Hospety442275",Parbhani,Kerala,965594,PS-014,2018-12-06
OFQ5051481,Aarush Choudhury,David Batra,1983-07-06,Other,"10/55, Bath Circle, Nagpur-722142",Madhyamgram,Delhi,160943,PS-002,2025-08-31
IQC4856321,Vihaan Kuruvilla,Onkar Keer,1938-11-10,Male,"20/284, Bir Chowk, Mysore-222405",Bahraich,Rajasthan,487177,PS-004,2021-05-15
FMT9396415,Manbir Khatri,Frado Rai,1970-10-17,Male,"53/24, Grover Chowk, Howrah-833343",New Delhi,Kerala,158760,PS-010,2022-04-08
GIS4777363,Abhiram Agrawal,Warjas Taneja,1973-08-20,Female,"H.No. 74, Malhotra Road, Varanasi 692626",Anantapuram,Gujarat,475916,PS-037,2016-06-07
SEE9484034,Idika Malhotra,Robert Sha,1989-11-19,Male,"681, Bora Circle, Mau 848947",Phusro,Tamil Nadu,357790,PS-038,2024-02-08
GOM0378658,Rajata Raman,Ucchal Agrawal,1939-01-28,Male,"58/015, Suri Zila, Dewas 962809",Sagar,West Bengal,150509,PS-024,2022-11-05
HMO7216483,Oni Cherian,Tristan Misra,1936-12-08,Male,"80, Gara Nagar, Durg 236221",Bhimavaram,Maharashtra,696857,PS-004,2020-04-27
OQT5975780,Parth Yadav,Bhavini Sen,1939-10-22,Female,"H.No. 313, Zachariah Street, Mysore 320366",Durg,Punjab,778626,PS-042,2025-02-13
LJJ1576471,Ikbal Acharya,Ranveer Dubey,2003-10-02,Male,"921, Trivedi Circle, Karnal-791875",Machilipatnam,Tamil Nadu,761065,PS-013,2025-10-22
CCQ6098814,Ethan Warrior,Amol Dayal,1985-10-21,Male,"H.No. 368, Bava Marg, Faridabad-306636",Uluberia,Karnataka,281640,PS-035,2025-03-06
LHJ5828351,Patrick Rajagopal,Forum Oza,1937-09-28,Female,"509, Gade Path, Narasaraopet-703969",Anantapuram,Uttar Pradesh,359176,PS-046,2021-06-27
NRV3082590,Luke Kata,Aachal Sharaf,1969-08-28,Other,"H.No. 82, Sathe Zila, Dharmavaram 647436",Aligarh,Uttar Pradesh,695944,PS-023,2016-04-12
UDP3582148,Rachit Dada,Ojasvi Purohit,1996-06-24,Male,"66/66, Agarwal Zila, Satara-342022",Muzaffarnagar,Tamil Nadu,998013,PS-014,2023-05-09
VTI5633162,Abeer Konda,Sarthak Bawa,1960-01-24,Female,"50/209, Misra, Chandigarh-162249",Sirsa,Gujarat,014556,PS-004,2017-01-21
OCM8661082,Warhi Kanda,Udant Karpe,1998-05-27,Female,"56, Ratta Ganj, Chennai-015081",Ramagundam,Gujarat,395003,PS-007,2019-04-10
ZVZ0649669,Yadavi Dash,Tamanna Sachdev,1990-10-05,Other,"68/51, Shanker Street, Dindigul 892866",Junagadh,Rajasthan,911110,PS-025,2022-11-26
ECX6667504,Vansha Desai,Yashodhara Chacko,1955-08-18,Other,"76/572, Mammen Circle, Ahmednagar 750988",Baranagar,Rajasthan,652203,PS-032,2023-03-26
DAR6331628,Bhavna Borde,Zarna Tella,1977-05-27,Female,"19/74, Bali Nagar, Bidar-350238",Ghaziabad,Punjab,719905,PS-024,2017-02-09
PQR2883450,Maanav Comar,Vasudha Bhardwaj,1987-01-28,Male,"H.No. 10, Bedi Road, Ulhasnagar 187228",Parbhani,Kerala,183018,PS-032,2017-11-06
OYT1046918,Ubika Das,Inaya Chakrabarti,1975-02-02,Female,"05/802, Ratta Circle, Nadiad 480224",Gurgaon,Uttar Pradesh,474769,PS-023,2021-09-16
DPS1145607,Om Doctor,Avi Patla,1987-06-21,Other,"85, Agrawal Ganj, Uluberia 559502",Rajpur Sonarpur,Tamil Nadu,607778,PS-048,2021-03-17
GBB3990751,Omya Roy,Ayush Kapur,1953-10-07,Other,"H.No. 593, Sodhi Street, Uluberia 968832",Arrah,Tamil Nadu,273524,PS-037,2017-01-03
ZUZ5163914,Forum Dutt,Ekaja Toor,1994-03-01,Male,"88, Goel Circle, Thane-174890",Jaipur,Maharashtra,588097,PS-048,2017-11-28
CFZ5117744,Hemang Chauhan,Janya Manne,1956-09-24,Male,"H.No. 080, Rao Path, Patna-924828",Rajahmundry,Uttar Pradesh,107883,PS-039,2017-04-28
RIN7363448,Yoshita Vyas,Neelima Gaba,1953-07-13,Male,"05, Toor, Hospet 442275",Parbhani,Kerala,965594,PS-014,2018-12-06
ADQ4907110,Bhavna Sharma,Megha Raval,2006-05-14,Female,"96/48, Ganesan Marg, Cuttack-319541",Eluru,Karnataka,450573,PS-030,2016-03-06
ZUU1736865,Dhruv Sampath,Vedant Gill,2005-03-03,Female,"347, Vohra Zila, Narasaraopet 755154",Cuttack,Tamil Nadu,075699,PS-021,2017-02-01
GCT2520534,Ranveer Barman,Vasudha Mody,1967-02-27,Female,"18/563, Dixit Nagar, Uluberia-003056",Kota,Uttar Pradesh,305641,PS-024,2025-05-26
YHS4444115,Kiaan Pall,Pranav Yogi,1988-05-27,Other,"H.No. 047, Samra Circle, Berhampur-752431",Gurgaon,Delhi,331190,PS-005,2023-07-03
WDI0883817,Vrishti Nagar,Charles Khare,1976-08-21,Other,"50, Shanker Road, Thoothukudi 290904",Kollam,Gujarat,660465,PS-002,2022-02-23
ZLN4734543,Falan Bumb,Gaurika Bal,1941-06-05,Female,"09/41, Bora Road, Meerut 628397",Asansol,Kerala,534407,PS-047,2023-05-28
TPZ3454046,Nandin Bansal,Theodore Jain,1996-06-08,Male,"466, Dugar, Rohtak-214785",Ballia,Maharashtra,789567,PS-014,2023-11-11
ZCE4780097,Niharika Chandra,Ekanta Kara,1988-10-28,Female,"H.No. 00, Sastry Road, Saharsa 794869",Danapur,Tamil Nadu,817036,PS-033,2017-09-19
ZPO8845848,Kavya Dewan,Dalaja Andra,2002-12-06,Female,"666, Mistry Circle, Dharmavaram 902259",Eluru,Gujarat,618637,PS-006,2017-10-03
NOQ0212482,Gaurika Din,Vihaan Parikh,1962-03-21,Female,"H.No. 55, Dutt, Panipat 411486",Haldia,Punjab,511997,PS-049,2023-02-16
ASB7083526,Abdul Dutt,Jairaj Hans,1938-12-06,Other,"513, Narang Nagar, Muzaffarnagar 244731",Suryapet,Karnataka,776863,PS-019,2020-02-29
KDH3507838,Arjun Ben,Varenya Basak,1940-08-24,Male,"285, Ram Path, Surat-706810",Giridih,Tamil Nadu,339705,PS-028,2017-04-12
PIT7177195,Simon Agrawal,Omaja Bose,1968-05-29,Other,"H.No. 04, Ramesh Zila, Gudivada-520177",Agartala,Gujarat,509759,PS-011,2018-02-08
FQV0881909,Kala Dani,Imaran Dara,1985-03-17,Female,"21/54, Mitter Path, Shivpuri 229604",Thrissur,Uttar Pradesh,701851,PS-032,2016-08-31
CSG8691710,Gaurav Pau,Ekta Warrior,2002-10-10,Other,"04/224, Ramaswamy Path, Madurai 992551",Pondicherry,Gujarat,807819,PS-012,2017-06-16
XRY4902519,Tejas Sanghvi,Warda Loyal,1978-11-05,Other,"92/97, Bava Path, Navi Mumbai 012770",Panihati,Maharashtra,424154,PS-018,2017-04-23
BYQ6453732,Anusha Ravel,Chanchal Seth,1992-01-12,Male,"016, Mishra Path, Davanagere-677826",Aurangabad,Kerala,089319,PS-005,2018-05-14
HXB4166657,Wriddhish Swaminathan,Netra Barman,1983-09-04,Male,"91/815, Wali Circle, Bongaigaon 452734",Sambhal,West Bengal,617071,PS-048,2021-05-17
PSE9752498,Lajita Gola,Harini Yohannan,1994-09-06,Male,"H.No. 49, Gaba Circle, Ahmednagar-302178",Vijayanagaram,Gujarat,806643,PS-041,2017-11-04
RUM3839582,Balveer  Patla,Yasti Sarraf,1993-03-28,Other,"491, Peri Street, Sonipat 373415",Berhampore,Uttar Pradesh,345475,PS-047,2023-07-27
BEJ7580564,Owen Kanda,Owen Nori,1968-05-19,Male,"H.No. 241, Devan Nagar, Bhubaneswar-347355",Hajipur,Uttar Pradesh,112233,PS-042,2024-12-19
SJZ5124221,Sarthak Sagar,Varenya Bala,1968-12-19,Other,"89, Uppal Marg, Lucknow-688300",Hosur,Tamil Nadu,793631,PS-006,2021-10-07
SOI6761460,Darsh Sheth,Rohan Trivedi,1940-09-07,Male,"H.No. 307, Natarajan Ganj, Nashik-584743",Akola,Gujarat,300962,PS-021,2021-11-04
QXZ7406846,Irya Loke,Farhan Prakash,1990-03-02,Male,"34/101, Raghavan Marg, Suryapet-002176",Buxar,Maharashtra,803397,PS-021,2020-07-08
EDR0790534,Chandani Lad,Azaan Ravel,1996-06-14,Male,"12, Arora Zila, Korba-365199",Aurangabad,Rajasthan,137215,PS-020,2017-12-28
KIJ4790223,Viraj Cheema,Matthew Hayre,1965-03-03,Male,"61/707, Dash Ganj, Barasat 577626",Munger,Punjab,678508,PS-018,2025-05-03
RML2497105,Anya Gupta,Suhani Chand,1963-10-10,Other,"H.No. 32, Jha, Begusarai 933529",Bally,Punjab,284210,PS-022,2018-02-23
XRQ8133950,Fariq Sha,Darika Choudhry,1979-12-15,Other,"91, Warrior Path, Satna 490627",Kanpur,Gujarat,425703,PS-008,2019-07-12
EFV5388846,Nandini Bera,Gaurika Sem,2006-06-21,Male,"H.No. 99, Bhandari Chowk, Nanded 171148",Thanjavur,Punjab,581898,PS-006,2017-08-22
PAH1660832,Peter Menon,Mahika Ganguly,1945-06-19,Other,"752, Banerjee Ganj, Mango 816470",Nashik,West Bengal,335331,PS-018,2016-03-06
WCW1827686,Rehaan Manda,Aayush Chaudhary,1964-01-13,Female,"92/712, Raghavan Path, Kakinada-615171",Shimla,Delhi,480157,PS-040,2017-11-16
NOV5079814,Geetika Vala,Frado Mander,1982-02-07,Female,"H.No. 715, Keer Street, Sultan Pur Majra-738209",Panipat,West Bengal,191779,PS-030,2024-12-16
FYG0509400,Rachita Ramachandran,Unnati Johal,1975-09-21,Female,"46, Das Street, Chapra 841749",Khandwa,Maharashtra,705022,PS-023,2017-03-19
OST1135088,Jeremiah Bhattacharyya,Amrita Batta,1951-07-27,Female,"18/80, Kuruvilla Road, Motihari-738363",Silchar,West Bengal,321269,PS-036,2020-12-05
KUM3600712,Gautam Varghese,Aarna Kamdar,1998-07-23,Female,"H.No. 827, Sibal Street, Serampore 905150",Bidar,Karnataka,551254,PS-035,2018-09-04
AJD9342783,Ikbal Kothari,Ojas Basu,1989-04-18,Other,"H.No. 014, Uppal Ganj, Amroha 679825",Karawal Nagar,Gujarat,461125,PS-011,2021-03-19
GDO0722831,Tejas Sanghvi,Warda Loyal,1978-11-06,Other,"92/97, Bava Path, Navi Mumbai 012770",Panihati,Maharashtra,424154,PS-018,2017-04-23
BJE6863067,Panini Chakraborty,Aadhya Pall,1966-01-05,Male,"H.No. 72, Kanda Street, Vadodara 503121",Chandrapur,Maharashtra,847242,PS-013,2023-04-28
RVQ9262423,Pavani Chaudry,Chameli Bali,1996-02-12,Other,"H.No. 713, Panchal Ganj, Dehradun 330958",Kavali,Rajasthan,544948,PS-035,2017-07-11
CKC5010961,I. Master,Warda Reddy,1983-12-13,Female,"42/55, Seshadri Chowk, Kalyan-Dombivli-829582",Tiruppur,Rajasthan,161880,PS-019,2024-09-29
MCU3963245,Jagvi Lal,Prisha Bera,2007-04-11,Other,"17/993, Chhabra Chowk, Pondicherry-912878",Siwan,Karnataka,999698,PS-003,2024-08-28
AEN8295511,Sanya Gera,Chanakya Murthy,1948-07-14,Other,"H.No. 60, Mukherjee Zila, Jalgaon-138825",Malegaon,Punjab,831681,PS-022,2022-11-25
TPI6332336,Tristan Devan,Brinda Thakur,1943-11-19,Female,"H.No. 416, Borde, Satna-021516",Bharatpur,Rajasthan,463395,PS-007,2019-11-12
JHA4727745,S. Borde,Damyanti Lalla,1941-08-07,Male,"H.No. 264, Bassi Circle, Chinsurah-403734",Sikar,Tamil Nadu,812778,PS-028,2018-10-21
JGR2034517,Tejas Date,Yashodhara Khare,1990-06-04,Other,"37/83, Sani Nagar, Pudukkottai 384526",Adoni,Kerala,439164,PS-019,2024-05-16
WOE1718723,Chanchal Plan,Yochana Rattan,1986-03-06,Other,"54, Virk Zila, Dehradun-521288",Bhiwani,West Bengal,594699,PS-019,2024-11-08
TJK4596878,Ikshita Sule,Charita Kata,1974-08-31,Other,"69/587, Char Road, Gorakhpur-675361",Madhyamgram,Uttar Pradesh,156277,PS-025,2022-12-01
HAX7750410,Aayush Kumar,Utkarsh Natt,2001-06-26,Female,"58/686, Panchal Ganj, Aligarh 723081",Asansol,Punjab,436438,PS-002,2017-07-20
JZQ5687203,Umang Bhatt,Ansh Karpe,1964-11-17,Female,"03/105, Varkey Zila, Alwar 382997",Bhalswa Jahangir Pur,Karnataka,311656,PS-014,2022-11-25
FVW7480607,Girik Bal,Advay Dua,1938-09-10,Male,"H.No. 275, Khatri Street, Bihar Sharif 836404",Asansol,Karnataka,911791,PS-005,2017-09-23
KTZ1487212,Ekantika Babu,Ranveer Mukherjee,2003-10-16,Male,"91, Chander Ganj, Khora  425856",Kharagpur,Kerala,499153,PS-010,2023-06-08
ZTT4248760,Quincy Sinha,Turvi Radhakrishnan,1938-11-11,Other,"H.No. 877, Kara Circle, Bahraich-062833",Sri Ganganagar,Punjab,735623,PS-022,2018-02-06
RMQ5522987,Jasmit Sidhu,Nandini Kumar,1949-01-16,Female,"H.No. 74, Ramaswamy Zila, Dindigul-395232",Serampore,West Bengal,809579,PS-021,2021-01-12
OUX4863410,Advik Virk,Isaiah Sachdeva,1955-04-10,Male,"H.No. 914, Padmanabhan Circle, Bilaspur-799702",Sambhal,Rajasthan,996065,PS-046,2019-12-13
FYT7214415,Patrick Khalsa,Jagrati Bala,1982-10-09,Male,"84, Swaminathan Street, Mysore-393087",Bathinda,Kerala,252500,PS-036,2018-06-02
YOC5529851,Triveni Narayanan,Jairaj Bhalla,1953-10-14,Female,"110, Kaul Marg, Dhanbad-658373",Mahbubnagar,Punjab,749072,PS-022,2024-07-17
XMC1269872,Mugdha Sunder,Hiral Narain,1970-06-17,Male,"H.No. 539, Ramaswamy Street, Srikakulam 746272",Thoothukudi,Rajasthan,649911,PS-011,2018-07-06
RXU7395510,Mitali Balan,Pranit Naidu,1993-05-06,Other,"135, Dhillon Path, Bhilai-505379",Muzaffarpur,Uttar Pradesh,649383,PS-035,2017-08-28
YPA9693779,Chatresh Andra,Naveen Grover,1951-01-09,Other,"H.No. 27, Sridhar Marg, Bijapur-259160",Vijayawada,Delhi,411584,PS-014,2024-12-24
WRU0120274,Benjamin Agate,Triya Dhillon,1948-02-04,Female,"46, Cheema Circle, Khammam 664869",Amaravati,Maharashtra,987486,PS-029,2025-07-22
RKT0021788,Gabriel Rattan,Qasim Dey,1999-11-21,Male,"H.No. 463, Loke Chowk, Barasat 453017",Kozhikode,Kerala,841459,PS-030,2019-08-31
PUV9341596,Irya Sidhu,Anya Sangha,2005-10-04,Female,"14/651, Bose Zila, Tiruchirappalli-901487",Khandwa,Rajasthan,778816,PS-016,2016-02-22
NGU1982719,Arjun Bhavsar,Hritik Gera,1940-03-03,Female,"34/49, Shankar Nagar, Khora  216218",Patiala,Kerala,919296,PS-018,2018-05-27
PYS7288423,Lekha Samra,Xavier Sridhar,1939-08-09,Other,"24/972, Kota Road, Ahmedabad 166918",Bhusawal,Punjab,644886,PS-026,2025-11-16
MYL2029306,Anay Vora,Madhav Kapur,1941-05-28,Female,"973, Walia, Salem 210972",Malegaon,Tamil Nadu,707548,PS-015,2021-10-27
JOM9531328,Maanas Goswami,Gaurav Dube,1976-08-29,Female,"H.No. 952, Bhardwaj Nagar, Pali-526546",Faridabad,Maharashtra,399378,PS-031,2024-06-27
KTA1088535,Pooja Atwal,Dhruv Sha,1982-04-01,Other,"34, Ramakrishnan Chowk, Nanded 372037",Muzaffarnagar,Rajasthan,145841,PS-032,2020-07-12
DFI6531933,Nitara Lad,Chavvi Anne,1934-12-02,Other,"H.No. 78, Swamy Nagar, Dewas-649308",Maheshtala,Gujarat,866326,PS-040,2022-05-06
MON6318841,Kala Goqr,Bakhshi Nadig,1981-09-14,Other,"82, Mitra Circle, Nagpur-727520",Sagar,Tamil Nadu,492975,PS-029,2017-10-25
NBR3743033,Ekanta Sharma,Anya Nazareth,1938-12-26,Female,"H.No. 001, Gala Path, Gwalior 717850",Jalgaon,Kerala,561844,PS-006,2020-05-05
LPK6049998,Jason Pathak,Adya Srivastava,2007-04-02,Male,"03/175, Kari Road, Gaya-414857",Yamunanagar,Uttar Pradesh,292546,PS-019,2024-11-21
NZO3469207,Januja Sethi,Gunbir Kapadia,1935-03-17,Female,"48/851, Gala Nagar, Kolhapur 149331",Thrissur,Tamil Nadu,351609,PS-047,2018-01-01
GPV7127390,Timothy Dash,Aarush Ramaswamy,1973-08-09,Male,"22/622, Sengupta Chowk, Bhind-316806",Bihar Sharif,West Bengal,070385,PS-012,2016-10-18
XYM5219619,Charles Ray,Adya Varughese,2006-02-17,Male,"055, Lad Ganj, Sri Ganganagar-892739",Gwalior,Delhi,976405,PS-021,2019-03-04
EXE1216772,Kavya Nadkarni,Yash Batra,1960-08-23,Female,"H.No. 30, Date Road, Bhagalpur 791286",Panchkula,Gujarat,255877,PS-016,2023-12-19
EOQ8068174,MaKthan Arya,Thomas Rajan,1958-08-29,Male,"46/39, Pau Chowk, Rajkot-470554",Akola,Kerala,516411,PS-014,2025-07-16
HKW7671609,Warhi Datta,Mugdha Thaker,1987-10-30,Male,"H.No. 022, Tella Path, Patiala-569067",Ichalkaranji,Karnataka,163928,PS-027,2019-02-01
BUO5223640,Barkha Lala,Girik Brahmbhatt,2002-03-05,Other,"17, Sachdev Nagar, Morbi 366572",Bihar Sharif,Karnataka,299015,PS-035,2021-10-21
HEA7797516,Abhiram Mistry,Krish Lalla,1950-08-13,Other,"H.No. 49, Oza Ganj, Bilaspur 401640",Thoothukudi,Kerala,427868,PS-039,2016-01-27
SXU8951670,Aarush Palan,Ethan Chakrabarti,1939-11-08,Female,"30/967, Sem Ganj, Kolhapur 891426",Bhalswa Jahangir Pur,Tamil Nadu,501676,PS-043,2024-01-21
RYK9935026,Suhani Murthy,Chakrika Edwin,1944-03-08,Female,"H.No. 11, Sharma Street, Bhalswa Jahangir Pur 721970",Baranagar,Tamil Nadu,692758,PS-041,2021-03-29
EEO9241640,Kala Gour,Bakhshi Nadig,1981-09-14,Other,"82, Mitra Circle, Nagpur-727520",Sagar,Tamil Nadu,492975,PS-029,2017-10-25
AMV4333074,Anthony Sastry,Aarini Luthra,1953-10-03,Male,"14/65, Grewal Nagar, Thiruvananthapuram 778045",Tezpur,Uttar Pradesh,251840,PS-020,2023-09-18
YZQ0677129,Kabir Tripathi,Suhani Apte,2001-01-26,Other,"H.No. 464, Seshadri Zila, Bhalswa Jahangir Pur-851268",Vijayawada,Rajasthan,059438,PS-029,2023-08-25
HMC8146794,Leena Tiwari,Nilima Swamy,1991-06-23,Other,"190, Master Ganj, Panipat-842797",Chapra,Delhi,485807,PS-027,2025-03-14
QZL1081378,Yauvani Prakash,Rajeshri Balay,2003-07-13,Male,"H.No. 95, Borra Zila, Proddatur 828197",Srinagar,Maharashtra,477251,PS-016,2018-12-30
RYT4154495,Hemangini Anand,Krisha Ganesh,1996-08-23,Other,"626, Chakrabarti Zila, Siliguri-362585",Saharanpur,Karnataka,880879,PS-045,2017-07-29
BJY2280547,Rada Yadav,Finn Korpal,2001-10-28,Male,"H.No. 90, Ganesan Nagar, Raiganj 905528",Bhusawal,Kerala,351588,PS-022,2016-04-04
RXL9526834,Frederick Rana,Omkaar Grover,1934-12-31,Female,"93/59, Cherian Circle, North Dumdum-977726",Madanapalle,Gujarat,640838,PS-013,2022-03-11
AUX1936668,Aditya Mangal,Qarin Mutti,1943-06-05,Female,"H.No. 746, Kala Path, Kamarhati 801891",Khandwa,Tamil Nadu,344671,PS-026,2024-01-22
KXP0228338,Alka Mann,Advaith Ganesan,2004-12-19,Other,"H.No. 21, Gade Nagar, Kolhapur-066489",Surat,Delhi,484581,PS-024,2019-09-03
NTZ9162890,Ishwar Luthra,Eesha Shetty,1990-04-23,Male,"H.No. 630, Chaudhuri Road, Miryalaguda 496718",Ajmer,Punjab,823868,PS-025,2023-08-05
ECQ8487626,Aadhya Kade,Dominic Gade,1940-01-03,Other,"H.No. 372, Comar Chowk, Jaunpur 957498",Khammam,West Bengal,984933,PS-027,2016-04-14
WWC3066067,Ryan Sachdeva,Zayan Varma,1996-08-04,Male,"82/973, Loyal Chowk, Buxar-835723",Dewas,Uttar Pradesh,651364,PS-042,2020-10-15
KCI5125912,Dalaja Raja,Hardik Raj,1964-03-08,Female,"H.No. 286, Gara Chowk, Saharanpur 095366",Coimbatore,Rajasthan,368900,PS-012,2021-09-03
KEH0276247,Jeet Tak,Yash Sachar,1984-04-13,Other,"H.No. 922, Wali Zila, Kolhapur 631864",Ongole,Rajasthan,130236,PS-007,2020-05-11
GOS1444256,Dayamai Karnik,Bhanumati Savant,1952-02-10,Female,"H.No. 055, Sibal Chowk, Motihari-282997",Loni,Maharashtra,578317,PS-046,2021-02-22
EHV9623160,Ronith Thaker,Aadhya Sen,1936-05-16,Female,"H.No. 85, Radhakrishnan Ganj, Gurgaon-472386",Rajkot,Gujarat,095385,PS-025,2021-03-25
VZC1824561,Samarth Sehgal,Amara Hora,1960-11-30,Other,"18/838, Peri Road, Gwalior-578047",Gandhidham,West Bengal,985176,PS-036,2025-08-17
ODL6939122,Rachana Sami,Ansh Ganguly,1935-03-13,Female,"H.No. 32, Nayar Circle, Tinsukia 310505",Gopalpur,Delhi,838058,PS-022,2018-08-29
PMU1972042,Balhaar Sura,Vedika Varghese,2001-04-23,Female,"06/95, Bhatt Circle, Erode-179576",Nanded,Maharashtra,375738,PS-022,2019-08-24
UOP3113692,Anusha Bath,Ishita Krishnamurthy,2001-09-18,Male,"47/77, Gour Path, Nizamabad 116719",Saharanpur,Tamil Nadu,941318,PS-024,2022-12-27
AWK8901597,Gautam Chander,Eshana Badal,1951-01-13,Male,"42, Tiwari Chowk, Bhilai 738551",Bongaigaon,Rajasthan,775123,PS-029,2022-03-28
OCG7761549,Sanya Sandhu,Zehaan Taneja,1938-12-12,Female,"05/33, Rau, Gandhidham-666215",Loni,West Bengal,270004,PS-048,2022-10-06
FWT2644298,daksh sawhney,Dipta Chatterjee,1972-09-02,Other,"H.No. 52, Peri, Sambhal-013824",Malegaon,Gujarat,049386,PS-019,2018-11-06
ENV2334592,Wishi Khalsa,Nirja Peri,1939-06-18,Other,"51/971, Vyas Street, Kirari Suleman Nagar 891371",Pudukkottai,Karnataka,580778,PS-042,2023-11-21
RYK6871678,Indrajit  Vora,Elijah Prakash,1988-09-30,Other,"H.No. 52, Sarkar Street, Ratlam 895392",Aizawl,Uttar Pradesh,220969,PS-019,2016-06-16
NSL1959126,Zaitra Mahal,Adya Basu,1977-04-04,Male,"H.No. 141, Subramanian Road, Kota 350368",Raipur,Uttar Pradesh,689109,PS-012,2023-05-11
KMI1839337,Mitali Devi,Victor Sekhon,1956-12-04,Other,"65/89, Dyal Nagar, Kolkata 279611",Korba,Kerala,190669,PS-007,2024-10-08
AFX3225430,Vivaan Oak,Girish Chada,1990-08-27,Female,"464, Varughese Circle, Udupi 957285",Ozhukarai,Uttar Pradesh,828190,PS-026,2018-12-15
RBY1720182,Vyanjana Dash,Meghana Chaudhry,1983-02-12,Male,"17/648, Rau Road, Kollam-742233",Ajmer,Maharashtra,801944,PS-013,2018-07-11
WXY7024277,Veda Deshmukh,Mohammed Bali,1979-03-14,Female,"76/83, Ramanathan Zila, Jamalpur-717217",Davanagere,Uttar Pradesh,399205,PS-021,2018-12-31
JKB3915481,Yatan Anand,Onveer Magar,2004-10-04,Other,"22, Singh Nagar, Mira-Bhayandar 959473",Akola,Tamil Nadu,329016,PS-005,2018-03-21
PXK2950016,Ladli Agate,Alka Sha,1973-09-23,Other,"343, Bhat Nagar, Howrah-978820",Gaya,Uttar Pradesh,913619,PS-039,2020-02-04
INN8899878,Onkar Behl,Mitali Bhakta,2000-05-29,Other,"83/309, Tripathi Path, Ajmer 836806",Hubli–Dharwad,West Bengal,579232,PS-032,2022-09-25
SAQ6013458,Advay Raja,Dalaja Viswanathan,1940-07-06,Other,"H.No. 83, Bedi Street, Amroha 364622",Gwalior,Gujarat,908641,PS-045,2022-09-08
OEJ3995080,Yatin Magar,Finn Hayer,1965-09-21,Female,"H.No. 37, Subramaniam Marg, Panipat-409841",Madurai,Kerala,793014,PS-008,2025-03-02
JRG2641025,Avni Dixit,Aarnav Radhakrishnan,1992-09-12,Female,"H.No. 63, Mital Ganj, Patiala-375186",Pudukkottai,Rajasthan,086542,PS-015,2020-09-28
CYM0759160,Kamya Gandhi,Bina Virk,1962-09-25,Female,"73, Deshmukh Path, Loni 056227",Kolkata,Gujarat,331875,PS-015,2017-07-08
YSD1795899,Finn Nagi,Triveni Bhavsar,1982-02-12,Female,"91/029, Pall Street, Tiruchirappalli-374830",Kolkata,West Bengal,713971,PS-006,2017-11-12
DLU9814713,Amruta Choudhary,Janani Ramachandran,1971-09-11,Male,"H.No. 07, Pandya Ganj, Pallavaram 809573",Surat,Delhi,980260,PS-050,2018-10-10
LJM5321572,Sanaya Rama,Amrita Sampath,1947-03-09,Other,"26/61, Varghese Nagar, Madhyamgram-278814",Junagadh,Maharashtra,742243,PS-003,2024-10-21
PMM2415765,Charita Ravel,Qarin Keer,1970-05-01,Male,"20, Dhar Street, Tirunelveli-774419",Arrah,Rajasthan,661766,PS-030,2018-06-05
VZP0646430,Sanya Yogi,Lucky Kata,1976-01-31,Female,"84, Sabharwal Road, Ramgarh 036640",Bhiwani,Uttar Pradesh,295737,PS-013,2024-07-07
AZG3764989,Quincy Karnik,Devika Ganesan,2005-09-30,Male,"H.No. 909, Mani Street, Bhusawal 303911",Agartala,Maharashtra,817852,PS-022,2018-07-03
